Ranking,Owner,TokenID,Tokens
75,0x40cc4873d09007b10d1a0b2284d2c2bcc4364b97,2,1
76,0x6a4ae10957e53212dd0b98a8757adacdd4fb7a00,2,1
77,0x6a9647d4ccfc28fbdc7577b8286107fdef514366,2,1
78,0x0cd5cdb13464369d6ce4de4bc342b198b621d6f1,2,1
79,0x0b57d99247bafcb02d341421908534b44dace8e3,2,1
80,0x3ae4404ff53d2d69883c5473365176a45e833060,2,1
81,0x7453bc3193cef66a0adadf8e7564ae2421d22dab,2,1
82,0x0a269eca003ba2865ab67e4ecf58b0c66c4dc40b,2,1
83,0x3357fab62cab35cf4415fff64ffdfc357f703e42,2,1
84,0x77801cfdb8cbd5bb21300f5a4dc9390a88a4a4c3,2,1
85,0x78d445e19a41615bebbd0dadca0afc6134b44b08,2,1
86,0x7c5e7c9e093649e4f7185246e7ed940a98819ccd,2,1
87,0x7d0a945f3fd1ff822d5a7ec7fa223bdcb1f5147d,2,1
88,0x8073d2bb876d1a9f4f93d23c9b863b8bdb7f1f80,2,1
89,0x829bea4d937e6e4241df2693b3cdfaab616a7330,2,1
90,0x83c193fd937d41e10032f5287b0bd2d2a7dacf7c,2,1
91,0x84758796c1673159e4fc532f8889fca9b0423e26,2,1
92,0x01379116799aedbee41c4549c8d3ababa5c5d71f,2,1
93,0xea7619909ebdf3cfdff7fd1f4c69e31682b767d3,2,1
94,0xead5e87fd9bed372ee38f7770b2c3b34324a0f6e,2,1
95,0x88e7e1db7873e0a88e7f4b629e8908cf1065dd56,2,1
96,0x899aaa47dc41bdedab67e0fdd9cea0d52d60a097,2,1
97,0x8c6d25e2a662f4206f0089b6f3eb2bb6e5949b55,2,1
98,0x8ccede9210d3d9790df4978c4c11a810df9309b6,2,1
99,0x8d7ef472de1cd27352a5a3a077dcc13ea7d3dbbe,2,1
100,0x2ad8761c77cf85cd3d11ee1ba01061f09086b04a,2,1
101,0x9b2268e8b7a5722718421b52bb6edc1cab175851,2,1
102,0x9c65b126be429d5e40e3894043233daf3ea4a77f,2,1
103,0x29baaf36e36855f55aa637e125b8a0cbffb73301,2,1
104,0x073cd0f357056abd1b9a4342ccb8af27e2f0dd9c,2,1
105,0x9ec845d297e76dd0b6f1ca162be1dcca817c8a3d,2,1
106,0x298596113d52292cbb645be6aff546aad9ef0404,2,1
107,0x2769d3c1be476bcb3072f8d78e86f9045f6b5dfb,2,1
108,0x26e3b55ad323252c5b6189da6968cd960e386abe,2,1
109,0xa118072644fcd40f225ad5498ec6265b602c6e82,2,1
110,0xebb6ec840d155042cddfd0f9c63c55017e952f7d,2,1
111,0xa44945ca9c4345ff079db66ff723d7c320b37ee2,2,1
112,0x26a5aff5cada50d73dc7d6d3e01b19f701981e87,2,1
113,0x254cb85f413d73bfcbb1dc2ba05c4235b1257094,2,1
114,0xa7d2894e74ddefb88d44ee8cd9f848e7911fd8f6,2,1
115,0x2255a1775367eede99e99e04792681e7f9872772,2,1
116,0xec44e0dbde27f617cb12341e553bac978fbbcf6e,2,1
117,0xac43797b31902343c9224561c0c9d8b4dfa1dceb,2,1
118,0x223c2a0d47be97a39379c35fac4444a415195d38,2,1
119,0xb74832da6a982d99b03299391b6c35ca9310d30b,2,1
120,0x20ed6f722c74d1dd80a0b0aa327df30eacd66f2d,2,1
121,0xbc9e0d639218ed43b5db6fa9d080c1a6fc592425,2,1
122,0x2091e0f002de288287653ec5ec5cc08b67b2783c,2,1
123,0xc0ac93abb5539769edac951d9ebd5bcbfb854b0f,2,1
124,0xefdfd322a6b545b13c6e69b59cac42ee4796b0bf,2,1
125,0x1c0acaf31f038dac65e0d4a9a1550ae75784aade,2,1
126,0xc2314b509ec2020ed39c5e13238a25af8a453762,2,1
127,0xc232b419b8940db594143b15004b5e880d886e70,2,1
128,0xc34e3c1b56c0c41a23de1ae9aa286f315b5b970e,2,1
129,0xc5bb9aaaf4791c799e0fef62629459ad12475376,2,1
130,0xc618eeb3d8fd64029febce75229965a633be267b,2,1
131,0xc65dfc56eb62a577e713a705bd6e7f9b68dde211,2,1
132,0xc8c2c1d99b1f087388a74e4530852631fc03b7ed,2,1
133,0xc9fd172918ead9a83694a4526c7a882a9e6184fd,2,1
134,0xce68a275897c3268112449cc3bbf566f3d587c04,2,1
135,0xceed9585854f12f81a0103861b83b995a64ad915,2,1
136,0xf7fb21ac161325c766aa07e2f187543437483773,2,1
137,0x175f42d0b7743f7368ec016c4ce9e6eb5aef785c,2,1
138,0x06fc8892299de55b8094b345b322650bd1907401,2,1
139,0x1381378370ea65dad2f58098b48cee10369e9993,2,10
140,0x0f9df3ed8589f4785690755c98aa323f73ca79c3,2,1
141,0xdd6a3f8cab7e592b6044a358ea242968372594a5,2,1
142,0xe045be0c45fd4b6e0faefe140c645da7172389f0,2,1
143,0xe0a6312cd479af17f6f2ea99fbd0a4912c813a4b,2,1
144,0x4abf36cfe4d3385c4670178ab2a5ea9b5314099b,2,1
145,0x4bc2d0ee93208efcf5683a2ca680f28270b7de6e,2,1
146,0x4d88535301f606c534531415b8a7b3c5675c1fa3,2,1
147,0x4a565931baffa6306dbb7a5abc7a16b29fb88611,2,1
148,0x515780c77c8a164584c7f620ee1416bc8d863ec2,2,1
149,0x523def61c916d1cab9a6cf87ce165d4974ed0294,2,1
150,0x47cdbee93e2eb578c33d1cf7f26f03c25c957bb5,2,1
151,0xe1788f74f396ef43fd80fc4da4a9bf42b16430b8,2,1
152,0x53aa6ad4a69881f1ad0f4938b71e555a1016e5a7,2,1
153,0x452c255ab1de3e6cca234d18c32a1ba25eb22144,2,1
154,0x43ab6c9fb2ab7179a119cca01543016a024b9592,2,1
155,0x598f6cc2aa5f78a4d21c69a987bc4f6507da1343,2,1
156,0x5b08ff0735b7a3e96e8d1bfb9a1181a03ae4bd03,2,1
157,0x0d9f1ab2cb020b8fef8f0bc52e9a94bf2f2f5f5b,2,1
158,0xe45a4823152b4fb5282d768932ac8e460a111386,2,1
159,0x61236b0bb486305d57585da2120c0e9aabecd561,2,1
160,0x1dD8E919348722Ac7a0A5aA2ea0937192f5375Ba,2,5
